Basin,site_uid,decision,decided_by,note,auto_method,reason,station_name,site_type,selection_mode,basin0_km2,basin1_km2,basin2_km2,basin3_km2,n_corroborations,corroborated_by,vaa_totda_km2,reach_name,reach_da_km2,alt_name,alt_da_km2,alt_dist_m,snap_dist_m,comid_agree
32,USGS:01092000,,,,basin0,"area_vs_vaa, basin0_disagrees","MERRIMACK R NR GOFFS FALLS, BELOW MANCHESTER, NH",stream,auto,7987.401986063902,4573.476837153897,4573.476837153897,,0,,7987.3641,Merrimack River,7987.3641, ,1.2006,1482.6525845414378,114.21,True
33,USGS:010965305,,,,basin0,"area_vs_vaa, basin0_disagrees",MERRIMACK R NR TYNGSBOROUGH BRIDGE TYNGSBOROUGH MA,stream,auto,10531.687956697197,7117.635460207833,7095.932138266183,,1,basin2,10531.5075,Merrimack River,10531.5075, ,1.4697,962.8250952473608,24.59,False
34,USGS:01096568,,,,basin0,"area_vs_vaa, basin0_disagrees","MERRIMACK R. AT LOWELL MOTOR BOAT CLUB, LOWELL, MA",stream,auto,10692.465055886647,7278.467813090483,7278.467813090483,,0,,10692.3276,Merrimack River,10692.3276,Claypit Brook,4.9626,486.62593649546386,59.93,True
35,USGS:010965985,,,,basin0,"area_vs_vaa, basin0_disagrees","MERRIMACK RIVER NR AIKEN STREET BRIDGE, LOWELL, MA",stream,auto,10946.404362706875,7532.765567091086,7532.765567091086,,0,,10946.6208,Merrimack River,10946.6208,Peppermint Brook,3.7593,1187.2005389584176,10.95,True
36,USGS:01100000,,,,basin0,"area_vs_vaa, basin0_disagrees","MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA",stream,auto,11990.884183631053,8577.044008292345,8577.044008292345,,0,,11990.9169,Merrimack River,11990.9169,Concord River,965.1879,1490.0875251596792,59.73,True
37,USGS:01100220,,,,basin0,"area_vs_vaa, basin0_disagrees","MERRIMACK RIVER NEAR POWER LINES, METHUEN, MA",stream,auto,12025.867030544608,8612.157157750818,8612.157157750818,,0,,12026.0313,Merrimack River,12026.0313, ,1.5597,1707.5974368068014,19.76,True
38,USGS:01100475,,,,basin0,"area_vs_vaa, basin0_disagrees","MERRIMACK R AT ABE BASHARA BOAT HOUSE LAWRENCE, MA",stream,auto,12072.730604016173,8667.004211789046,8667.004211789046,,0,,12080.88,Merrimack River,12080.88, ,1.5543,152.22586062852236,70.31,True
39,USGS:01100500,,,,basin0,"area_vs_vaa, basin0_disagrees","MERRIMACK RIVER AT LAWRENCE, MA",stream,auto,12080.789615216047,8667.004211789046,8667.004211789046,,0,,12080.88,Merrimack River,12080.88,Shawsheen River,186.9489,909.1141259436938,47.87,True
40,USGS:01100568,,,,basin0,basin0_disagrees,"SHAWSHEEN RIVER AT HANSCOM FIELD NEAR BEDFORD, MA",stream,auto,0.4173769040105343,6.990434933242709,0.4289162750830026,,0,,6.9894,Shawsheen River,6.9894,Shawsheen River,0.4311,22.42131183189163,350.53,False
41,USGS:01100600,,,,basin0,basin0_disagrees,"SHAWSHEEN RIVER NEAR WILMINGTON, MA",stream,auto,79.78633136426976,89.42066392882975,79.82512867703501,,0,,89.4186,Shawsheen River,89.4186, ,3.7953,1640.3429827539182,50.51,False
42,USGS:01100671,,,,basin0,"area_vs_vaa, basin0_disagrees","MERRIMACK RIVER DS STANLEY ISLAND. HAVERHILL, MA",stream,auto,12551.402434564941,9137.549858180419,9137.549858180419,,0,,12551.4504,Merrimack River,12551.4504,Creek Brook,14.4576,1591.0439344730144,13.8,True
43,USGS:01100693,,,,basin0,"area_vs_vaa, basin0_disagrees","MERRIMACK R 0.3 MILES U.S.RT 125 AT HAVERHILL,MA",stream,auto,12623.529976512276,9209.682324162806,9209.682324162806,,0,,12623.5773,Merrimack River,12623.5773, ,67.8339,556.2271033360323,79.54,True
44,USGS:01100806,,,,basin0,"area_vs_vaa, basin0_disagrees","MERRIMACK RIVER NEAR POWER LINES, MERRIMAC, MA",estuary,auto,12718.597264287344,9304.798219125416,9304.798219125416,,0,,12718.7046,Merrimack River,12718.7046, ,1.0188,629.3275526514601,9.44,True
45,USGS:01100823,,,,basin0,"area_vs_vaa, basin0_disagrees","MERRIMACK RIVER AT GOODWIN CREEK, AMESBURY, MA",estuary,auto,12757.944004450874,9343.958940921442,9343.958940921442,,0,,12757.8699,Merrimack River,12757.8699, ,2.1591,1471.8673418045628,13.11,True
46,USGS:01100870,,,,basin0,"area_vs_vaa, basin0_disagrees","MERRIMACK RIVER AT NEWBURYPORT, MA",estuary,auto,12932.336221700243,9518.33362474008,9518.33362474008,,0,,12932.2566,Merrimack River,12932.2566,Little River,3.7485,2877.5641688850415,47.68,True
47,USGS:01100871,,,,basin0,"area_vs_vaa, basin0_disagrees","MERRIMACK RIVER AT BRIDGE MARINA AT SALISBURY, MA",estuary,auto,12932.336221700243,9518.33362474008,9518.33362474008,,0,,12932.2566,Merrimack River,12932.2566,Town Creek,3.7656,1233.3377143692937,3.65,True
48,USGS:01100873,,,,basin0,"area_vs_vaa, basin0_disagrees","MERRIMACK R ESTUARY NR BUOY 15, NEWBURYPORT, MA",estuary,auto,12933.523402108562,9519.55651091303,9519.55651091303,,0,,12933.4743,Merrimack River,12933.4743, ,1.4436,1291.5764820873046,210.76,True
49,USGS:01102065,,,,basin0,basin0_disagrees,"NORTH RIVER BELOW HOWLEY STREET AT PEABODY, MA",stream,auto,40.785775143884734,25.05608523494651,40.761763299817105,,0,,25.0596,North River,25.0596,Proctor Brook,7.4349,785.9419754471064,165.89,False
50,USGS:01105584,,,,basin1,not_contained,"TOWN BROOK AT DIVERSION TUNNEL AT QUINCY, MA",stream,auto,,10.239100769978768,15.98232047379845,,0,,10.2384, ,10.2384, ,15.9849,2343.319065872814,1496.51,False
51,USGS:01105585,,,,basin1,not_contained,"TOWN BROOK AT QUINCY, MA",tidal_stream,auto,,10.239100769978768,15.98232047379845,,0,,10.2384, ,10.2384, ,0.1575,1693.9366041006563,1466.38,False
52,USGS:01113695,,,,basin0,basin0_disagrees,"CATAMINT BROOK AT CUMBERLAND, RI",stream,auto,15.438781450463193,10.760879270953358,35.50892138829336,,0,,10.7604,Long Brook,10.7604, ,0.2475,929.2586336919056,350.67,False
53,USGS:01115120,,,,basin0,basin0_disagrees,"UNNAMED TRIB TO SCITUATE RES NR NORTH SCITUATE, RI",stream,auto,1.6676000416628165,0.7384097388313524,1.769335699822479,,0,,0.7398, ,0.7398,Bullhead Brook,0.9585,1497.7347411575395,79.35,False
54,USGS:01124149,,,,basin0,basin0_disagrees,W Thompson Lake at Old W Thompson Rd nr W Thompson,stream,auto,0.7611319285797931,433.22023724066275,0.7570876542393428,,0,,433.2213,Quinebaug River,433.2213, ,0.0369,918.3534182661884,80.56,False
55,USGS:01193348,,,,basin0,basin0_disagrees,"LYMAN BROOK AT MARLBOROUGH, CT",stream,auto,9.551592075503384,1.1486275365372165,9.54512319851387,,0,,1.1511,Lyman Brook,1.1511,Lyman Brook,9.5463,47.38540882272286,367.09,False
56,USGS:01301500,,,,basin0,basin0_disagrees,HUTCHINSON RIVER AT PELHAM NY,stream,auto,19.550680057716633,13.964900096794418,19.514325637497873,,0,,13.968,Hutchinson River,13.968,Hutchinson River,13.6782,411.10894688254524,109.77,False
57,USGS:01302025,,,,basin0,"area_vs_vaa, basin0_disagrees","HARLEM R AT ROBERTO CLEMENTE STATE PARK, BRONX NY",estuary,auto,34557.374213033945,30494.396699827546,30494.396699827546,,0,,34556.283,Harlem River,34556.283,,,,69.09,True
58,USGS:01302027,,,,basin0,"area_vs_vaa, basin0_disagrees",HARLEM R AT MILL POND PARK ALCOVE 1 AT BRONX NY,estuary,auto,34557.374213033945,30494.396699827546,30494.396699827546,,0,,34556.283,Harlem River,34556.283,,,,94.12,True
59,USGS:01306495,,,,basin0,not_contained,CONNETQUOT RIVER DISTRIBUTARY NEAR OAKDALE NY,stream,auto,73.26100395955736,73.63243291930279,73.63243291930279,,1,basin0,73.6371,Connetquot Brook,73.6371,West Brook,3.4038,782.4701595678871,20.96,True
60,USGS:01311500,,,,basin0,basin0_disagrees,VALLEY STREAM AT VALLEY STREAM NY,stream,auto,20.94400267338429,12.651731304808223,20.883970300201486,,0,,12.654,Valley Stream,12.654,Valley Stream,10.7919,1009.3089121958927,496.94,False
61,USGS:01318500,,,,basin0,"area_vs_vaa, basin0_disagrees",HUDSON RIVER AT HADLEY NY,stream,auto,4304.5744494258815,515.9004056058583,515.9004056058583,,0,,4304.5074,Hudson River,4304.5074, ,65.5416,1391.1178675590388,54.97,True
62,USGS:01321000,,,,basin0,"area_vs_vaa, basin0_disagrees",SACANDAGA RIVER NEAR HOPE NY,stream,auto,1265.1396679031036,1057.664057759424,1057.664057759424,,0,,1265.175,Sacandaga River,1265.175,Coulombe Creek,13.2768,234.54009156941456,51.52,True
63,USGS:01325000,,,,basin0,area_vs_vaa,SACANDAGA RIVER AT STEWARTS BRIDGE NR HADLEY NY,stream,auto,2735.8224562156574,2528.4732388620105,2528.4732388620105,,1,basin0,2736.0054,Sacandaga River,2736.0054,Sacandaga River,2726.7696,2066.199126193226,68.47,True
64,USGS:01327750,,,,basin0,"area_vs_vaa, basin0_disagrees",HUDSON RIVER AT FORT EDWARD NY,stream,auto,7290.386208030783,3294.681494847384,3294.681494847384,,0,,7290.8226,Hudson River,7290.8226, ,58.2444,1639.7027932539977,120.88,True
65,USGS:01328770,,,,basin0,"area_vs_vaa, basin0_disagrees",HUDSON RIVER AT THOMSON NY,stream,auto,7771.113690100927,3775.3706203771912,3775.3706203771912,,0,,7771.5198,Hudson River,7771.5198,Pecks Creek,6.3072,3017.0015197049165,67.84,True
66,USGS:01331095,,,,basin1,area_vs_vaa,HUDSON RIVER AT STILLWATER NY,stream,auto,,5762.704378177681,5762.5764702067545,,1,basin2,9758.8233,Hudson River,9758.8233, ,7.9461,1597.6780076878656,183.73,False
67,USGS:01335754,,,,basin0,"area_vs_vaa, basin0_disagrees",HUDSON RIVER ABOVE LOCK 1 NEAR WATERFORD NY,stream,auto,11924.469198504928,7928.806915207523,7928.806915207523,,0,,11924.9433,Hudson River,11924.9433, ,9.9189,1227.076421998224,174.6,True
68,USGS:0134277112,,,,basin1,not_contained,HONNEDAGA LAKE TRIBUTARY NO. 2 NR FOREST LODGE NY,stream,auto,,5.241865953630594,13.980479694627741,,0,,5.239,Middle Branch Black River,5.239, ,2.106,2593.9300053010375,1203.56,False
69,USGS:0134277114,,,,basin1,not_contained,HONNEDAGA LAKE TRIBUTARY NO. 3 NR FOREST LODGE NY,stream,auto,,4.482830929595656,13.980479694627741,,0,,4.482,Middle Branch Black River,4.482,Middle Branch Black River,5.239,1435.1259769107428,1032.87,False
70,USGS:01343060,,,,basin0,"area_vs_vaa, basin0_disagrees",WEST CANADA CREEK NEAR WILMURT NY,stream,auto,609.9423156886535,544.0861554696809,544.0861554696809,,0,,609.8265,West Canada Creek,609.8265, ,1.3689,767.2950791993702,20.64,True
71,USGS:01350032,,,,basin1,not_contained,TOAD HOLLOW BROOK NEAR GRAND GORGE NY,stream,auto,,13.55358152838236,65.6822475100405,,0,,13.5558,Johnson Hollow Brook,13.5558,Bear Kill,65.6847,2943.1232063630528,2443.25,False
72,USGS:01358000,,,,basin0,"area_vs_vaa, basin0_disagrees",HUDSON RIVER AT GREEN ISLAND NY,stream,auto,20980.39370245943,16938.15174089579,16938.15174089579,,0,,20999.9997,Hudson River,20999.9997, ,6.0966,1468.7834278634987,202.53,True
73,USGS:01359133,,,,basin1,area_vs_vaa,PATROON CR AT NORTHERN BLVD AT ALBANY NY,stream,auto,,17388.486086970854,17388.486086970854,,0,,21450.3336,Hudson River,21450.3336,,,,2099.2,True
74,USGS:01359139,,,,basin0,"area_vs_vaa, basin0_disagrees",HUDSON RIVER AT ALBANY NY,tidal_stream,auto,21451.42509104487,17388.486086970854,17388.486086970854,,0,,21450.3336,Hudson River,21450.3336,Mill Creek,41.2956,1014.1521046255218,162.79,True
75,USGS:01359165,,,,basin0,"area_vs_vaa, basin0_disagrees",HUDSON RIVER AT PORT OF ALBANY NY,tidal_stream,auto,21502.06257463786,17439.097406155666,17439.097406155666,,0,,21500.9523,Hudson River,21500.9523, ,4.41,1348.5415949438193,152.55,True
76,USGS:0135980207,,,,basin0,"area_vs_vaa, basin0_disagrees",HUDSON RIVER NEAR SCHODACK LANDING NY,stream,auto,22199.387346165764,18139.570265697555,18136.06565779486,,1,basin2,22201.407,Hudson River,22201.407,Schodack Creek,4.5414,1961.7522232753329,236.95,False
77,USGS:01372043,,,,basin0,"area_vs_vaa, basin0_disagrees",HUDSON RIVER NEAR POUGHKEEPSIE NY,estuary,auto,30668.97758619719,26606.544420763606,26606.544420763606,,0,,30668.4378,Hudson River,30668.4378,Twaalfskill Creek,10.2366,1498.836494705154,387.39,True
78,USGS:01372058,,,,basin0,"area_vs_vaa, basin0_disagrees",HUDSON RIVER BELOW POUGHKEEPSIE NY,estuary,auto,30790.318652439728,26712.81313645169,3.9079412219878886,,0,,30774.7134,Hudson River,30774.7134, ,0.2295,781.4703348720602,375.07,False
79,USGS:01374019,,,,basin0,"area_vs_vaa, basin0_disagrees",HUDSON RIVER AT SOUTH DOCK AT WEST POINT NY,estuary,auto,32682.748771909562,28619.61925986322,28619.61925986322,,0,,32681.5011,Hudson River,32681.5011, ,3.3813,1659.5944120870297,337.27,True
80,USGS:01376269,,,,basin1,area_vs_vaa,HUDSON RIVER AT PIERMONT NY,estuary,auto,,30281.67391701304,34.619051604593565,,0,,34343.5401,Hudson River,34343.5401, ,0.0936,1569.8687737211078,878.78,False
81,USGS:01376515,,,,basin0,"area_vs_vaa, basin0_disagrees",HUDSON RIVER AT PIER 84 AT NEW YORK NY,stream,auto,34584.6572500094,30521.269651847113,30521.269651847113,,0,,34583.1426,Hudson River,34583.1426,Hudson River,34574.2605,1370.9568217124936,399.01,True
82,USGS:01376520,,,,basin1,area_vs_vaa,HUDSON RIVER AT PIER 25 AT NEW YORK NY,stream,auto,,30547.897593830567,30547.897593830567,,0,,34609.7727,Hudson River,34609.7727, ,34655.0931,2398.0120914990134,598.04,True
83,USGS:01380000,,,,basin0,basin0_disagrees,Beaver Brook at outlet of Splitrock Reservoir NJ,stream,auto,13.12454039990803,14.918731041354086,14.918731041354086,,0,,14.9139,Beaver Brook,14.9139, ,0.504,1138.0720981743618,20.83,True
84,USGS:01391102,,,,basin0,basin0_disagrees,Saddle River below Hohokus Brook at Paramus NJ,stream,auto,58.460918515323904,121.66415274466239,58.6048532724776,,0,,121.6503,Saddle River,121.6503, ,1.4103,1.369824738040367,0.61,False
85,USGS:01396085,,,,basin0,basin0_disagrees,SB Raritan River at Manor House Rd at Budd Lake NJ,stream,auto,17.15934687937187,11.931482789711803,17.269349688697275,,0,,11.9322, ,11.9322, ,1.8261,1735.617732140854,283.37,False
86,USGS:01406710,,,,basin0,not_contained,"Raritan River at South Amboy, NJ",estuary,auto,2859.702446947565,2859.351560964842,,,1,basin0,2859.3513,Raritan River,2859.3513, ,0.1944,1592.561949395486,474.67,False
87,USGS:0140914550,,,,basin1,not_contained,Manahawkin Bay at Rt 72 bridge near Ship Bottom NJ,estuary,auto,,59.87373839331457,,,0,,59.8734,Mill Creek,59.8734, ,0.0108,850.5582058518225,1635.6,
88,USGS:01437349,,,,basin0,basin0_disagrees,BASHER KILL BLW BASHAKILL MARSH AT WESTBROOKVILLE,stream,auto,122.44157416309918,168.48413878481065,122.47459603968262,,0,,168.471,Basher Kill,168.471, ,0.7254,1678.1904014289603,36.67,False
89,USGS:01446000,,,,basin0,basin0_disagrees,Beaver Brook near Belvidere NJ,stream,auto,306.8733830745746,416.9395884818367,416.9395884818367,,0,,416.9268,Beaver Brook,416.9268, ,4.1742,780.6762841274534,10.47,True
90,USGS:01460378,,,,basin1,river_capture,D&R Ca feeder US of gate at Washington Crossing NJ,stream,auto,,17464.345321803496,17464.345321803496,,0,,17464.3641,Delaware River,17464.3641, ,2.8962,671.5408119008308,188.53,True
91,USGS:01463740,,,,basin1,not_contained,Shabakunk C at Sylva Lake Dam at Ewingville NJ,stream,auto,,9.888420190383377,11.161937523175848,,0,,9.8847,Shabakunk Creek,9.8847,Shabakunk Creek,11.1591,4.331412068239421,376.92,False
92,USGS:01472620,,,,basin1,not_contained,"East Branch Perkiomen Creek near Dublin, PA",stream,auto,,7.3092005489777705,16.913585588899057,,0,,7.3089,East Branch Perkiomen Creek,7.3089, ,2.1321,1489.7021461721956,540.08,False
93,USGS:014755456,,,,basin1,not_contained,"Naylor Creek at Upper Darby, PA",stream,auto,,17.119398667847115,57.6174387702723,,0,,17.1162,Cobbs Creek,17.1162,,,,1713.01,False
94,USGS:01554000,,,,basin1,not_contained,"Susquehanna River at Sunbury, PA",stream,auto,,47380.79584030041,47746.13333005391,,1,basin2,47380.7547, ,47380.7547, ,1.5255,1996.9690375749137,478.89,False
95,USGS:01640975,,,,basin1,not_contained,"BIG HUNTING CREEK NEAR THURMONT, MD",stream,auto,,17.799036083478242,29.595305911680867,,0,,17.7921,Big Hunting Creek,17.7921,High Run,5.9751,2243.736497745705,261.61,False
96,USGS:01649150,,,,basin1,not_contained,"PAINT BRANCH TRIBUTARY NEAR COLESVILLE, MD",stream,auto,,2.0134408692412813,3.9374567240521947,,0,,2.0106, ,2.0106, ,2.502,1121.5181903741297,458.2,False
97,USGS:0167300055,,,,basin0,basin0_disagrees,"MECHUMPS CREEK AT HILL CARTER PKWY AT ASHLAND, VA",stream,auto,11.010981951144597,2.2237398554865946,11.120672868675598,,0,,2.2239,Mechumps Creek,2.2239,Lickinghole Creek,5.7933,1574.0832910285524,256.42,False
98,USGS:02011490,,,,basin1,not_contained,"LITTLE BACK CREEK NEAR SUNRISE, VA",stream,auto,,9.790919765014632,70.42013001627994,,0,,9.7902,Little Back Creek,9.7902,Little Back Creek,9.5058,597.7018597758931,310.84,False
99,USGS:0204288771,,,,basin1,not_contained,"STORM DRAIN AT USAA DRIVE AT NORFOLK, VA",stream,auto,,0.020127149780181434,0.17196404524427517,,0,,0.0207, ,0.0207, ,0.1737,326.9204838713176,219.7,False
100,USGS:0204289131,,,,basin1,not_contained,"STORM DRAIN AT DAISY DRIVE NEAR PORTSMOUTH, VA",stream,auto,,0.04818403691666163,7.541578830188763,,0,,0.0486, ,0.0486, ,0.1449,936.9221425644438,825.77,False
101,USGS:0204289989,,,,basin1,not_contained,"STORM DRAIN AT SHEPPARD AVENUE NEAR NORFOLK, VA",stream,auto,,5.609364843859275,,,0,,5.6088,Little Creek,5.6088, ,3.0492,2757.07250868419,1385.22,False
102,USGS:0204309906,,,,basin1,area_vs_vaa,"CONVEYANCE CHAN AT RAMSGATE LN NR GREAT BRIDGE, VA",stream,auto,,3.482786334952941,2.8201815305708995,,0,,9.7182, ,9.7182, ,0.0261,1056.2887082443547,727.5,False
103,USGS:02076000,,,,basin1,area_vs_vaa,"DAN RIVER AT SOUTH BOSTON, VA",stream,auto,,111.89902385586576,111.89902385586576,,0,,7157.3805,Dan River,7157.3805,Rocky Branch,2.0331,2058.06239557304,37.36,True
104,USGS:02142000,,,,basin1,area_vs_vaa,"LOWER LITTLE RIVER NR ALL HEALING SPRINGS, NC",stream,auto,,56.40282161524447,56.40282161524447,,0,,72.2565,Lower Little River,72.2565, ,1.1943,1614.4247740343742,25.76,True
105,USGS:02482000,,,,basin1,area_vs_vaa,"PEARL RIVER AT EDINBURG, MS",stream,auto,,471.4415153636301,471.4415153636301,,0,,2343.0348,Pearl River,2343.0348, ,0.7011,668.9378897324801,32.82,True
106,USGS:02482550,,,,basin1,area_vs_vaa,"PEARL RIVER NR CARTHAGE, MS",stream,auto,,1617.8299050992307,1617.8299050992307,,0,,3489.4296,Pearl River,3489.4296, ,2.0196,1660.8051390681546,19.03,True
